id,type_keyword,keyword
219350,IK,DATA SET
146777,AK,hardware-operator
238177,AK,"carcinoma, renal cell"
108007,AK,neuroprotection
32296,AK,CDP-DAG synthase
170377,AK,Mytilus edulis
292060,IK,TOPOISOMERASE
13158,IK,BONE-MARROW-TRANSPLANTATION
28876,AK,ISM: jets and outflows
194561,IK,RAF KINASE
65119,IK,TRANSLOCATION
269742,AK,3G network
248129,IK,STEM-CELLS
213271,AK,heavy ion collisions
78558,IK,REPLACEMENT
207137,IK,REFRACTION
195997,IK,GASES
54502,IK,BONE-MARROW
222731,IK,SYNECHOCOCCUS-ELONGATUS
195619,IK,DYNAMICAL ENSEMBLES
221906,IK,FACIES
263227,IK,CRAB-NEBULA
146793,IK,SIMILARITY
10352,IK,HOMINIDS
270282,AK,renal cancer
238841,IK,QCD
135093,IK,MATURATION
104360,IK,PHOSPHATIDYLSERINE
263973,IK,MECHANISMS
80387,IK,DNA
69437,IK,ORGANIZATION
67962,IK,CYSTECTOMY
43169,AK,Sun: helioseismology
276520,IK,COLD-ACCLIMATION
57930,IK,DIBENZOTHIOPHENIC COMPOUNDS
160074,IK,BIVALIRUDIN
103612,AK,service model
82351,IK,EUKARYOTIC PICOPLANKTON
164252,IK,TARGETING SEQUENCES
268384,IK,BREEDING-SEASON
255878,IK,NUMERICAL ASPECTS
221719,IK,DIHYDROXYACETONE-PHOSPHATE
87373,AK,foraminitera
11786,IK,ELDERLY-PATIENTS
293576,AK,DLS
53583,AK,Tamponade
7384,AK,DFT calculations
116615,IK,MASS-TEMPERATURE RELATION
284205,IK,TRACKING
118956,IK,POSTOPERATIVE PROGNOSTIC NOMOGRAM
78959,IK,PHOTOMETRIC REDSHIFTS
234202,AK,Overconstrained mechanism
282264,AK,ST elevation myocardial infarction
78966,IK,RICH CLUSTER
291841,IK,QOS SUPPORT
271550,IK,OCCLUSION
4749,AK,Geriatric assessment
124950,AK,statistic
56416,IK,WAVE-FUNCTIONS
6183,AK,Large detector systems for particle and astroparticle physics
33900,AK,Lutidine adsorption
248539,IK,EPEC SEROGROUPS
142799,IK,PROSTATE-CANCER
104295,IK,SPATIAL POWER SPECTRUM
78954,IK,STAR-FORMING GALAXIES
275732,AK,Mesoporous crystals
308993,AK,Cognitive Radio
169270,IK,WARFARIN
167555,AK,microcrack
95900,IK,MAGNETOCRYSTALLINE ANISOTROPY
141505,AK,electropolymerization
137791,AK,neurolysis
259428,IK,PLS
95911,IK,COBALT PARTICLES
178932,AK,Lateral segmentation
10047,IK,SOLAR-LIKE OSCILLATIONS
242882,IK,CO-CONTINUOUS MORPHOLOGY
65513,AK,Mismatched
258465,AK,RFID
196015,IK,PEDIATRIC CORTICAL DYSPLASIA
308118,IK,FIBRILLIN-1
142307,AK,Cobb-Douglass
270781,IK,7 CM
157846,IK,CHILDREN
118956,IK,MULTICENTER
280165,AK,Nursery grounds
30257,IK,CONTROLLED TRIAL
271861,IK,SYSTEMS
303959,AK,Survivability
317315,IK,LINK CAPACITY
168716,IK,NUCLEOSYNTHESIS
87830,IK,AQUEOUS METAL-COMPLEXES
96661,AK,GTP insensitive binding sites
167555,IK,CANCELLOUS BONE
234934,IK,BOND POLARIZABILITY MODEL
282021,AK,access to care
223729,AK,3 dimensions
281306,IK,CARCINOMA
65108,IK,BRAIN-TUMORS
187993,AK,half-life
83446,AK,Younger Dryas
12635,IK,PREDICTION
53127,IK,INTERFEROMETER
56133,IK,POLARIZED NEUTRON REFLECTOMETRY
275660,IK,ENZYMES
231739,IK,NEUROENDOCRINE DIFFERENTIATION
6824,AK,corrections
167389,IK,ISOSPIN
270282,IK,OUTCOMES
185491,IK,OVARIAN CYCLES
70254,AK,Ecological impact
158336,IK,THERAPY REGIMENS
4274,AK,Tattoo
307917,IK,SYSTEM
160300,IK,DISEASE
98921,IK,PULSAR
214001,AK,heterostructure
240038,AK,ZDDP
59564,IK,EARTH
15102,IK,WORLD-HEALTH-ORGANIZATION
87373,AK,Mediterranean basin
290559,IK,COVERAGE
275660,IK,P450
76585,IK,CATCHMENTS
154292,AK,Fretting wear
196015,IK,TEMPORAL-LOBE EPILEPSY
158336,IK,HAART
15767,IK,CARE
56133,IK,FERROMAGNETISM
58026,AK,space vehicles: instruments
186440,AK,heterogeneous wireless networks
111999,IK,SURGERY
294023,IK,NOMOGRAM
78959,AK,ultraviolet : galaxies
78962,AK,galaxies : evolution
36409,AK,Uranium dioxide
275660,IK,INHIBITION
78953,AK,infrared : galaxies
95069,IK,AFTERSHOCKS
282004,IK,BONE-MARROW-TRANSPLANTATION
53127,IK,SUPERNOVA
111832,IK,SHOULDER
243755,AK,Caco-2 cell
42180,IK,MESENCHYMAL-EPITHELIAL INTERACTIONS
192971,IK,PHASE-SHIFTER
242882,IK,CONTINUITY DEVELOPMENT
4979,AK,Mutations
258464,AK,Mobile ad hoc networks
262034,IK,TREES
185491,IK,REPRODUCTIVE-PERFORMANCE
59564,IK,IMAGE
84088,AK,Sun : helioseismology
69286,IK,TETRAGONAL ZRO2
277991,IK,CANAL SYNDROME
149361,AK,homogeneity criterion
173889,IK,SKIN
26871,IK,FIBER
259667,AK,stars: fundamental parameters
205893,AK,model modularity
261037,IK,SOCIOECONOMIC-STATUS
74650,AK,Theory
255879,IK,MODEL
10316,IK,RANDOMIZED CONTROLLED-TRIAL
233749,IK,REFRACTION
135574,AK,stars : binaries : general
76228,IK,ACUTE MYOCARDIAL-INFARCTION
253489,AK,renal cell carcinoma
53127,IK,MISSION
215900,IK,GALACTIC PLANE SURVEY
243800,IK,SKELETAL-MUSCLE
84151,IK,RECIPIENTS
187183,IK,MICELLES
278316,IK,LIQUID-ARGON TPC
163723,IK,OUTCOMES
65529,IK,RR-LYRAE VARIABLES
243800,IK,TENSION
235738,IK,AMERICAN-COLLEGE
13750,IK,FORMS
48687,IK,C-REACTIVE PROTEIN
8769,IK,PHENOMENOLOGY
266814,IK,OMEGA-CENTAURI
118383,IK,PRERADIATION CHEMOTHERAPY
275732,AK,Infrared spectroscopy
169925,IK,MASSES
294412,IK,NOMOGRAM
62194,AK,Chemotherapy
261887,IK,LATTICES
67204,IK,IN-VITRO
65513,IK,MOVPE
286553,AK,biofilms
308993,AK,architecture
80412,IK,SYSTEM
299713,IK,MULTICENTER EXPERIENCE
312565,AK,Fault tolerant control systems (FTCS)
1697,IK,MASSIVE STARS
113249,IK,SKELETAL-MUSCLE ATROPHY
28876,AK,stars: formation
242882,IK,IMMISCIBLE POLYMER BLENDS
294024,IK,PROGRESSION
178932,AK,Optical alignment systems
187993,AK,receptor
98921,IK,EQUATION-OF-STATE
154398,IK,ANDROMEDA GALAXY
54502,IK,VERSUS-HOST-DISEASE
240928,IK,INVOLVEMENT
275781,IK,FUNCTIONAL-ANALYSIS
253489,AK,cause-specific mortality
78942,IK,EVOLUTION-EXPLORER
187321,AK,associating polymers
160087,AK,Galaxy: formation
11786,AK,Very old patients
258354,IK,GEO
21861,IK,MEDIATED SUPERSYMMETRY-BREAKING
23794,IK,X-RAY
200987,IK,CHROMIUM CLUSTER FORMATION
184533,IK,PNEUMONIA
178934,IK,DESIGN
1486,IK,DECIDUOUS TEETH
155292,AK,sclerodermatous
223905,IK,PATHOGEN CRYPTOCOCCUS-NEOFORMANS
4274,AK,Lymph node
292830,IK,K-BAND
155280,AK,natural history
178932,AK,Roman Pots
242109,AK,galaxies: starburst
290422,IK,HYPERICUM-PERFORATUM
260631,AK,Argument reduction
173596,AK,Solid state detectors
188997,AK,urea transport
255468,IK,INTERFERON-ALPHA
260939,IK,T-CELL DEVELOPMENT
92656,IK,FEMORAL COMPONENT
299713,IK,CANCER
276367,IK,GENOTYPE
71568,IK,PTEROSTILBENE
54786,IK,AQUEOUS-SOLUTION
244396,AK,thermal diffusivity
282348,AK,Product-driven control
196512,IK,MINERAL-OIL LUBRICANT
235738,IK,GLYCOPROTEIN IIB/IIIA
288512,AK,renin inhibitors
181981,IK,POSTOPERATIVE PAIN
96781,IK,COBALT COMPOUNDS
113469,AK,H ii regions
78957,AK,ultraviolet : galaxies
194936,IK,PULMONARY-EDEMA
199752,AK,anticoagulant
281352,IK,TRANSLOCATION
4749,IK,SEGMENT-ELEVATION
283064,IK,OBSTRUCTIVE PULMONARY-DISEASE
72814,AK,cell cycle
10353,IK,FLUCTUATIONS
25019,IK,AIR-TEMPERATURE
77639,IK,CURVATURE
194774,IK,CLINICAL-OUTCOMES
48687,IK,MARKERS
30067,AK,JennyCam
76228,IK,CONGESTIVE-HEART-FAILURE
237771,IK,OXIDATIVE STRESS
173596,IK,PERFORMANCE
92785,IK,VIEW
272601,AK,prognosis
43056,AK,ITQ-4
7480,IK,DIFFERENTIAL ROTATION
179543,IK,ADAPTIVE DYNAMICS
111832,AK,nailing
204417,IK,NUCLEOTIDE-SEQUENCE
124185,AK,neurodegeneration
207714,AK,composition analysis
43056,IK,CO
260939,IK,INDUCED APOPTOSIS
87446,IK,DWARF GALAXY
87373,IK,CUEVAS-DEL-ALMANZORA
294023,IK,RADICAL NEPHRECTOMY
245462,IK,UPSTREAM INFLOW
63636,IK,CLINICAL-OUTCOMES
20147,IK,KAON PRODUCTION
163723,IK,MULTIINSTITUTIONAL VALIDATION
288906,AK,graphene
282049,AK,tribology
105930,AK,neuroprotection
281306,IK,VIRTUAL BIOPSY
259654,IK,LOG-PARABOLIC SPECTRA
223905,AK,reactive oxygen species (ROS)
310515,AK,multi-colour photometry
113626,IK,CELLS
266036,AK,supplemented diet
25318,AK,flow cytometry
104295,IK,SPECTRAL CORRELATION-FUNCTION
152807,AK,network lifetime
278487,IK,SYSTEMS
248915,AK,cheese sensory quality
162082,AK,retinoic acid
122198,IK,OXYGEN-ISOTOPE STAGE-3
281521,AK,analysis framework
26764,IK,GENDER-DIFFERENCES
296081,IK,INTERFERON-ALPHA
271155,IK,ITER
93271,IK,LEVEL
15767,IK,HEART SURVEY
19572,IK,CELASTROL
43169,IK,GOLF
6874,AK,Obstructive sleep
228287,AK,load balancing
84000,IK,AMERICAN-COLLEGE
177081,AK,genetic background
297916,IK,UBIQUINONE OXIDOREDUCTASE
262034,AK,Supertree
54502,IK,STEM-CELL TRANSPLANTATION
261333,AK,prostatic hyperplasia
137791,AK,interventional radiology
244383,IK,EQUATION-OF-STATE
178932,AK,Cerenkov light
292830,IK,LIGHT
285574,IK,IRRADIATION
124950,AK,prognostic
130165,IK,FLASHES
178934,AK,Large detector systems for particle and astroparticle physics
58025,IK,VARIABLE-STARS
106385,IK,DYNORPHIN A-(1-13)
42460,AK,TBX5
314840,AK,epilepsy surgery
214650,AK,thermal cycles
178932,AK,Silicon micro-strip detectors
287622,IK,PTHRP
21861,IK,ROOT-S=1.96 TEV
24208,AK,Muon
268384,IK,ANESTROUS EWES
131650,AK,ecotrophic guilds
236226,AK,laparoscopy
171821,IK,SURFACE-BRIGHTNESS PROFILES
18747,IK,SIGNALING PATHWAYS
110936,IK,SUPERCONDUCTING SUPER COLLIDER
243755,IK,DRUG DISPOSITION
218527,IK,CATALYST
178933,AK,Gamma detectors
84576,AK,polycomb group
30257,IK,ANTIPLATELET THERAPY
75366,IK,RESISTANCE
188773,IK,ASPIRIN
238130,IK,BLOOD-PRESSURE
249346,AK,Thrombolysis
78954,AK,galaxies : evolution
14337,IK,BIOMECHANICAL BEHAVIOR
270781,IK,SURVIVAL
173596,IK,SEMICONDUCTOR TRACKER
255468,IK,RESISTANT
131775,AK,Ig rearrangements
287397,IK,EVOLUTION
66463,AK,Sun: atmosphere
218527,IK,OZONE
30426,IK,MONOUNSATURATED-FAT
75366,AK,outcomes
242856,IK,FIELD
5437,IK,NEURODEGENERATION
15104,IK,BCR-ABL TRANSCRIPTS
210752,IK,UNFRACTIONATED HEPARIN
181250,IK,ACUTE MYELOID-LEUKEMIA
84812,IK,ACCURACY
6965,IK,PREDICTORS
309170,AK,Soot
185838,AK,admissible forces
253356,IK,GOLF
248379,AK,darunavir
27699,IK,HIGH-FREQUENCY LIMIT
275660,IK,KAN-JANG
56433,AK,cystatin
59564,IK,EXTRASOLAR PLANET
233398,AK,Wireless Networks
178932,AK,Charged-particle tracking
94363,AK,rarity
263793,IK,ASSOCIATING POLYACRYLAMIDES
63529,IK,PARALLEL INTERFERENCE CANCELLATION
47187,AK,Radical prostatectomy
76563,IK,SURFACE SELECTIVE DISSOLUTION
197926,IK,SURFACE
78943,IK,REDSHIFT GALAXIES
19641,IK,CALIBRATION
73766,AK,PVS
5154,AK,Endoplasmic reticulum
77815,AK,Viscous damping measurement
16504,AK,Tamoxifen
286516,IK,NORMAL STRESSES
140395,AK,KQI
282022,IK,SURVEILLANCE
110017,IK,IN-VIVO
199005,AK,galaxies : evolution
93271,AK,renal cell carcinoma
314247,IK,MACHINES
18747,IK,GENE-EXPRESSION
291841,AK,AMC
18747,AK,NF-kappa B
189878,IK,PHENOTYPES
106068,IK,CARCINOGENESIS
95900,IK,MULTILAYERS
210753,AK,antithrombotic therapy
4979,AK,High-resolution melting analysis
81659,AK,pectoral region
261383,IK,RETRIEVAL
66312,IK,CARDIAC-SURGERY
13327,IK,TUNGSTEN
212837,IK,PLATE
248171,IK,POTATO STARCH
118909,IK,MASS FUNCTION
194936,AK,congestive heart failure
282600,IK,DISORDERS
77815,IK,NONLINEAR VIBRATIONS
83612,IK,POLYMERIZATION
90834,AK,publications
38662,IK,CANCER
29484,IK,NUCLEAR-MAGNETIC-RESONANCE
58907,IK,PRECURSORS
244418,IK,GALLOTIA-GALLOTI
201031,AK,rapid virus DNA extraction
83082,AK,MRI
201831,AK,crystal structure
58025,IK,K-GIANTS
83322,IK,DIBLOCK COPOLYMERS
267082,IK,THIN-FILMS
162082,IK,DIFFERENTIATION
169270,IK,HEMORRHAGIC COMPLICATIONS
120658,IK,BROADCAST CHANNELS
38593,IK,FLUID INCLUSIONS
19641,IK,DESIGN
63529,AK,Asynchronous code-division multiple-access (CDMA)
134213,IK,ANTIVIRAL PROTECTION
295650,IK,FUNCTIONAL-ANALYSIS
34753,AK,stars: individual (LkCa 15)
278487,IK,PLASMA
243800,AK,muscle fiber length
254713,AK,Manufacturing control
307275,IK,HIGH-BONE-MASS
146033,AK,DVT
235685,IK,ANGIOGENESIS
54502,IK,FANCONI-ANEMIA
196050,AK,epilepsy surgery
277506,AK,molecular motor
84040,IK,SOLAR-LIKE OSCILLATIONS
96661,IK,NATRIURETIC-PEPTIDE
87169,IK,STRATEGIES
71906,IK,IDENTIFICATION
130165,AK,gamma rays : bursts
62564,IK,ASTEROSEISMOLOGY
178933,IK,HIGH-LEVEL TRIGGER
78964,IK,ELLIPTIC GALAXIES
172333,IK,EDGE-DETECTION
76563,IK,TEMPO-MEDIATED OXIDATION
266036,IK,ENRICHED MILK
278403,IK,ISCHEMIC BRAIN-INJURY
281306,AK,Lymph node
140753,IK,LOW-TEMPERATURE ADSORPTION
194779,IK,PHARMACOKINETICS
196050,AK,cortical dysplasias
273217,IK,SIMULATION
10316,IK,LUNG-DISEASE
19572,IK,SYSTEM
80372,IK,PREDATION
244418,IK,MATING SUCCESS
80347,IK,TRANSPORT
57160,AK,Polyamines
218148,AK,proteomics
128918,IK,LIPID-BILAYERS
50512,IK,SYSTEM
18092,IK,BURDEN
69026,IK,MATTER
1486,IK,GROWTH
61989,AK,Healthcare information technologies
55776,AK,Africa
243800,AK,rotator cuff tear
104906,IK,HIGH-RISK PATIENTS
21861,IK,COLLIDER DETECTOR
201271,IK,CELL-ADHESION
249347,IK,POOLED ANALYSIS
29484,IK,DATA SETS
113626,IK,PHILADELPHIA-CHROMOSOME
13756,IK,2 LEPTONS
154292,IK,FATIGUE
212290,AK,flow equation
32296,IK,CYTIDINE DIPHOSPHATE-DIGLYCERIDE
20419,IK,COLLABORATIVE METAANALYSIS
64883,IK,REPEAT BIOPSY
304945,AK,Multidisciplinary
205972,IK,DISLOCATION
18092,AK,France
18747,IK,NF-KAPPA-B
258465,AK,Topological constraints
282022,AK,cancer-specific mortality
37539,IK,CALIBRATIONS
169270,IK,ANTITHROMBOTIC THERAPY
32111,AK,cognition
2060,IK,TEV
72557,AK,Risk prediction
235341,IK,TISSUE MICROARRAY
106385,IK,RECEPTOR
101644,IK,COLD ATOMS
295399,IK,INTERNAL TANDEM DUPLICATION
71520,IK,ADULTS
282649,IK,PHYSICS
155521,AK,Thixotropy
78964,AK,galaxies : stellar content
57838,IK,HYDROLYSIS
169055,IK,FIXATION
80073,IK,SURVIVAL
65513,AK,Nano
181981,IK,INFUSION
292060,IK,TORSIONAL RIGIDITY
308118,AK,international criteria
308118,IK,DIAGNOSIS
110017,IK,EFFECTOR MEMORY
181309,IK,HYPOXIA-INDUCIBLE FACTORS
154207,AK,soil classification
194774,IK,IMPACT
203399,IK,METAMATERIALS
185598,IK,HIPPOCAMPAL THETA WAVES
150372,IK,EMOTION
135574,AK,instrumentation : miscellaneous
188725,IK,RIPARIUS MEIGEN
35515,IK,WAVE
31852,AK,thermal states
244093,IK,FRAGILE SITES
65513,AK,Synchrotron
115503,IK,HIGH-DOSE THERAPY
221719,IK,BINDING
283849,AK,all-trans retinoic acid
224954,IK,SYSTEM
311742,IK,CLASSIFICATION
223905,IK,CYSTEINE-SULFINIC ACID
89447,AK,survival
280704,IK,GAS PHASE-TRANSITION
164252,IK,ERV1
109099,AK,apoptosis
226358,AK,Dirac equation
179543,IK,POSITIVE FEEDBACK
84088,IK,ANTARCTICA
160000,AK,paleoclimate
178933,AK,Particle tracking detectors
93134,IK,GENE
281269,IK,CERAMIC SURFACES
32111,IK,SPATIAL NAVIGATION
127373,IK,NUCLEAR-MATTER
125155,AK,shot boundary detection
19940,IK,MASSES
15104,IK,TYROSINE KINASE INHIBITORS
78965,IK,OMEGA-CENTAURI
187183,IK,CYLINDRICAL POLYMER BRUSHES
198648,IK,FYVE DOMAIN
15640,IK,COLLABORATION
155521,IK,SHEAR
8989,IK,BOUNDARY LUBRICATION
78633,AK,power Doppler sonography
295326,AK,intermediate filaments
175081,IK,PHOSPHATE-GLASSES
64478,IK,CHAIN EXCHANGE KINETICS
76585,IK,DISTRIBUTED MODEL
87767,IK,METABOLITE
249638,AK,mTOR
259615,IK,CIRRUS
213826,AK,radiative heat transfer
6965,IK,MALFORMATIONS
270282,AK,renal insufficiency
285036,IK,SUPERLUBRICITY
78964,IK,OLD STELLAR POPULATIONS
201271,IK,MICROSCOPY
237812,IK,ZEA-MAYS
196392,IK,SUPERSYMMETRIC STANDARD MODEL
245,IK,FLOWS
213710,IK,GROWTH
198699,IK,PERFORMANCE
159948,IK,LEVEL LESS-THAN-OR-EQUAL-TO-4.0 NG
225330,AK,Educational experience
213748,IK,VIVO
116644,IK,LATENT TRACKS
156939,IK,CONSTITUTIVE ANDROSTANE RECEPTOR
35106,IK,SHOWERS
109767,IK,IN-VIVO
78955,IK,HIGH-REDSHIFT
25606,IK,FANCONI-ANEMIA
63948,IK,P-MODE PARAMETERS
270924,IK,INFECTION
272162,IK,PERMEABILITY
201084,AK,tribochemistry
292060,IK,ENTROPIC ELASTICITY
242111,IK,MODEL
63528,IK,FAR RESISTANCE
131246,IK,NUCLEI
215900,IK,EMISSION
222840,AK,grain
310515,AK,high-resolution spectroscopy
113249,IK,MOLECULAR-MECHANISMS
113469,AK,galaxies : evolution
56041,IK,VISCOUS DROPS
96661,AK,accessory proteins
273796,IK,RENAL-CELL CARCINOMA
108007,IK,FACTOR-ALPHA
64478,IK,TIME-RESOLVED SANS
293576,IK,LIGHT-SCATTERING
90571,IK,WAVES
276039,IK,FORMING GALAXIES
255882,IK,SEA
196015,IK,LOBECTOMY
54786,IK,DIBLOCK COPOLYMERS
167389,IK,EMISSION
69286,IK,MIXED-OXIDES
205893,AK,distributed control
238176,IK,CM
279401,IK,IN-VIVO
78946,IK,FORMATION RATES
117211,IK,BLOOD-LOSS
273783,IK,COATINGS
163723,IK,TRIAL
74105,IK,ANGIOTENSIN-II
303646,IK,SIMULATION
39382,IK,GIANT PLANETS
178933,AK,Simulation methods and programs
10353,AK,East Africa
80387,IK,POLYMERASE CHAIN-REACTION
12476,IK,IN-VIVO
251377,AK,hybrid coordination function
50922,IK,CEREBRAL GLIOMAS
26871,IK,VIRGO INTERFEROMETER
64478,IK,OXIDE)-POLY(PROPYLENE OXIDE)-POLY(ETHYLENE OXIDE)
111565,IK,CDF
67204,IK,NUCLEAR RECEPTORS
238176,AK,statistical
198470,IK,HEMATOPOIETIC PROGENITORS
50922,IK,BRAIN
65119,IK,PETHEMA GROUP
271550,IK,ARTERY
202235,AK,tribology
96661,IK,INDUCED NEUROPROTECTION
96424,IK,URSA-MAJOR
133582,IK,IMMUNODEFICIENCY-VIRUS TYPE-1
275571,IK,SUGAR MIXTURES
70409,IK,LARGER
98498,IK,MU-M
275571,IK,DIFFERENTIAL SCANNING CALORIMETRY
272601,AK,urologic neoplasms
207386,IK,H FILMS
242893,AK,Prognosis
131774,IK,IGK LOCUS
4749,IK,CARDIOLOGY
248118,IK,SCALAR
90110,AK,risedronate
78946,AK,galaxies : formation
272648,IK,MESYLATE
308020,IK,RNA WORLD
278487,AK,metabotyping
83446,IK,GULF
76114,AK,Complex powers
12476,IK,ACCEPTOR RNA
186581,IK,LUMINOSITY FUNCTION
84576,AK,MBT repeats
282264,IK,PERCUTANEOUS CORONARY INTERVENTION
29484,IK,ESCHERICHIA-COLI
277991,AK,Nerve compression
15205,IK,FREQUENCY-SEPARATION RATIOS
203991,IK,POLYELECTROLYTE COMPLEXES
261037,IK,SURVIVAL
194561,IK,REFRACTORY SOLID TUMORS
224954,IK,KRAMERS FORMULA
155280,AK,kidney neoplasm
249592,IK,PROTEIN
178932,IK,SILICON PIXEL SENSORS
19647,AK,submillimeter: general
157463,IK,PLASMINOGEN-ACTIVATOR INHIBITOR-1
207386,IK,ELLIPSOMETRY
19650,AK,telescopes
295005,IK,HIGH-RISK
104433,IK,PRDM1/BLIMP-1
152054,AK,WiFi
110936,IK,PRODUCTION CROSS-SECTION
294412,AK,Prognosis
249943,IK,MOLECULAR-DYNAMICS
131775,AK,PCR
78950,AK,galaxies : evolution
207056,AK,optical networking
249346,IK,ALTEPLASE
291841,AK,OFDMA
70514,IK,RECEPTOR-BINDING PROPERTIES
263227,IK,TELESCOPE
269742,AK,Virtualization
30067,AK,Privacy
249350,IK,SURVIVAL
5528,IK,DRIFT
132513,AK,squamous cell carcinoma
169055,IK,ZOLEDRONIC ACID
83082,IK,EUROPIUM(III)
124130,AK,Plasmodium
76447,IK,SYSTEM
205685,IK,DIABETES-MELLITUS
15204,IK,ELODIE ECHELLE SPECTRA
86334,IK,ARABINOGALACTAN-PROTEIN
131781,IK,ENGRAFTMENT
255406,AK,kidney
113249,IK,MAMMALIAN TARGET
76563,IK,SEA-CUCUMBER DERMIS
141505,IK,POLY(THIOPHENE)
281521,IK,PLANT DIVERSITY
25453,IK,INSULIN-RELEASE
238130,IK,FAILURE
271861,AK,Gulf of Lion
57930,AK,Dynamic reactor model
53583,AK,Sternoclavicular dislocation
259084,IK,OCEAN
252925,IK,DISK
156939,AK,human
5154,IK,CELLS
152054,AK,vertical handoff
238176,IK,CANCER
75366,IK,DETERMINANTS
98948,AK,lipid abnormalities
53126,IK,UNUSUAL SUPERNOVA
67204,IK,PHOSPHOLIPASE-A2
5527,IK,MONTE-CARLO
283849,IK,PHASE-II
283324,IK,SOUTHERN-OCEAN
92785,IK,DYNAMICAL SEMIGROUPS
106068,AK,microcalorimetry
221719,AK,alpha-diketo
292231,IK,MORTALITY
143630,IK,STRUCTURAL CORRELATIONS
314840,IK,CENTRAL REGION
201084,IK,DLC
25703,IK,ELECTROMAGNETIC RESPONSE
155174,IK,MILKY-WAY SATELLITE
18092,IK,COPD
235341,IK,EXPRESSION
126475,AK,effective medium theory
68774,IK,OXIDE
270282,IK,STANDARD
235219,AK,supernovae: general
85183,IK,NANOCAPSULES
12441,IK,CONTINENTAL-MARGIN
27219,IK,SEED LOTS
160000,AK,quaternary
62416,IK,HYDROGEN-ATOM ABSTRACTION
54278,IK,INSTABILITY
18738,IK,ZN1-XCOXO
74105,IK,RENIN/PRORENIN RECEPTOR
207137,IK,SUPERLENS
196149,AK,arsenic
250571,IK,TRANSITIONAL-CELL CARCINOMA
73766,AK,interval arithmetic
104906,IK,ACUTE MYOCARDIAL-INFARCTION
267082,AK,magnetic circular dichroism
286553,IK,EDIBLE FILMS
282113,IK,RENAL-CELL CARCINOMA
116581,IK,MICROSCOPY
184533,IK,MARROW TRANSPLANT PATIENTS
158268,AK,21
2405,AK,Ultraviolet
224738,IK,MOVPE
53126,AK,gamma-ray burst: general
120269,IK,CANCER
77073,AK,Locality awareness
2405,AK,Integral Field Spectroscopy
94363,IK,TRENDS
120801,AK,aquifer storage
213710,AK,prostate cancer
221658,IK,FLAVOR
317315,IK,NETWORKS
78946,IK,FORMATION HISTORY
62916,IK,COTE-DIVOIRE
267082,IK,PLATINUM
280704,IK,TEMPERATURE
292231,IK,GLOBAL REGISTRY
34715,IK,HERBIG AE/BE DISKS
67472,IK,COMPRESSIVE STRENGTH
244396,AK,chemical reactions
198699,IK,PHARMACOKINETICS
288068,IK,MYOCARDIAL-INFARCTION
173538,IK,ZEA-MAYS
160000,AK,Mediterranean
6178,AK,Large detector systems for particle and astroparticle physics
10355,IK,PERCUSSION MARKS
25606,IK,STEM-CELL TRANSPLANTATION
76563,IK,RING-OPENING POLYMERIZATION
78953,IK,EXTRAGALACTIC LEGACY SURVEY
78954,IK,DEEP SURVEY
219926,IK,ARABIS-PETRAEA
214574,IK,LIGHT
96424,IK,CANES VENATICI
73584,AK,Nephron sparing surgery
135839,AK,gamma-sterilization
75680,IK,NF-KAPPA-B
82637,AK,platelet activation
167555,IK,HUMAN COMPACT-BONE
295005,IK,10-YEAR PROBABILITY
307003,IK,CORE
276039,IK,INTERSTELLAR-MEDIUM
249592,IK,MYOD
267082,AK,platinum
90571,AK,computer arithmetic
7881,IK,BUSINESS CYCLES
116938,IK,PERFORMANCE
57838,IK,PROTEIN
22956,AK,Delusion
30067,AK,Political forms
42181,AK,neoangiogenesis
109099,IK,APOPTOSIS
178933,AK,Transition radiation detectors
155280,IK,DISEASE-SPECIFIC SURVIVAL
245462,AK,Spatially distributed
168357,IK,ALZHEIMERS-DISEASE
281306,AK,Pancreatic mass
236225,IK,MEN
115989,IK,CATTLE
21861,IK,LARGE EXTRA DIMENSIONS
295650,IK,THALIANA
292060,IK,SUPERCOILED DNA
32111,IK,HIPPOCAMPUS
156071,IK,BLANKET
30257,IK,DOUBLE-BLIND
201831,IK,SEQUENCE
115210,IK,CLINICAL-OUTCOMES
65529,IK,GIANT BRANCH STARS
221906,AK,France
78946,IK,COSMOLOGICAL SPH SIMULATIONS
214001,AK,hot-wire deposition
87446,IK,SUBSTRUCTURE
154292,IK,IMPROVEMENT
272601,IK,INVOLVEMENT
237029,AK,30-day mortality
280165,AK,Beam trawl
178932,AK,Inner detector
22059,IK,NEUROBLASTOMA-CELLS
33900,AK,Raman
5437,IK,APE LEUKEMIA-VIRUS
1697,AK,Spectroscopic factors
237402,IK,MULTICENTER
234526,IK,STATES
259615,IK,NEUTRAL HYDROGEN
76447,AK,galaxies: dwarf
68542,IK,BRDT
131650,IK,ESSENTIAL FISH HABITAT
244396,IK,ACID
37516,IK,CAS-A
254360,IK,AGRICULTURAL WEED
141505,AK,polycarbazole
244396,AK,sulphur compounds
16504,IK,ENZYME-IMMUNOASSAY
213779,IK,SINGLE INSTITUTION
184127,AK,forensic science
255000,AK,supersymmetry and cosmology
64735,IK,DIAMOND-LIKE CARBON
111832,IK,REPLACEMENT
69739,IK,GAUSSIAN-BASIS SETS
53583,IK,CLAVICLE
243038,IK,CLINICAL-OUTCOMES
65513,AK,X-ray diffraction
