id,subject
197926,"Engineering, Civil"
69300,"Medicine, Research & Experimental"
254253,Urology & Nephrology
229418,"Computer Science, Information Systems"
6169,Instruments & Instrumentation
125571,Urology & Nephrology
240400,Hematology
259079,"Physics, Particles & Fields"
117846,Hematology
2069,"Physics, Multidisciplinary"
25019,Meteorology & Atmospheric Sciences
286677,Cardiac & Cardiovascular Systems
237082,Food Science & Technology
227379,"Computer Science, Hardware & Architecture"
249350,Urology & Nephrology
207924,Immunology
128918,"Chemistry, Multidisciplinary"
114792,Transplantation
83322,Polymer Science
251185,Neurosciences
228122,Telecommunications
302835,"Engineering, Electrical & Electronic"
280247,"Materials Science, Multidisciplinary"
233541,"Computer Science, Interdisciplinary Applications"
189929,Mechanics
290868,Biophysics
230891,"Computer Science, Theory & Methods"
261037,Urology & Nephrology
288068,Cardiac & Cardiovascular Systems
207944,Transplantation
207959,Oncology
280470,Hematology
13327,Environmental Sciences
284535,"Chemistry, Medicinal"
178936,Instruments & Instrumentation
235341,Biochemistry & Molecular Biology
62194,"Chemistry, Medicinal"
118909,Astronomy & Astrophysics
170485,"Physics, Particles & Fields"
173596,Instruments & Instrumentation
203179,"Physics, Particles & Fields"
179548,Nuclear Science & Technology
31852,"Physics, Mathematical"
263481,Hematology
273783,"Engineering, Mechanical"
314098,Astronomy & Astrophysics
83020,Hematology
237029,Urology & Nephrology
309170,"Engineering, Mechanical"
278403,Neurosciences
219800,Optics
84000,Cardiac & Cardiovascular Systems
160000,Geochemistry & Geophysics
24208,"Physics, Multidisciplinary"
302835,"Computer Science, Theory & Methods"
140398,"Computer Science, Cybernetics"
56194,Multidisciplinary Sciences
71568,"Chemistry, Analytical"
6180,Instruments & Instrumentation
258262,Biochemistry & Molecular Biology
83082,"Chemistry, Organic"
175942,"Materials Science, Multidisciplinary"
255881,Oceanography
33900,"Engineering, Chemical"
225501,"Engineering, Manufacturing"
99751,Transplantation
192971,"Physics, Applied"
220943,"Engineering, Electrical & Electronic"
316486,"Computer Science, Software Engineering"
254713,"Engineering, Industrial"
126475,"Physics, Condensed Matter"
202183,Immunology
34968,"Materials Science, Coatings & Films"
53291,Anthropology
147329,"Engineering, Electrical & Electronic"
275571,"Chemistry, Organic"
34564,Hematology
280028,Hematology
78957,Astronomy & Astrophysics
177081,Behavioral Sciences
54502,Hematology
260939,Cell Biology
274365,Hematology
174544,Astronomy & Astrophysics
203399,Optics
228878,Telecommunications
144929,"Computer Science, Information Systems"
27815,Biophysics
79175,Oncology
92785,"Physics, Applied"
267082,"Physics, Condensed Matter"
297586,"Materials Science, Multidisciplinary"
69437,Multidisciplinary Sciences
109888,Cardiac & Cardiovascular Systems
303646,"Geosciences, Multidisciplinary"
276814,Endocrinology & Metabolism
219350,"Computer Science, Artificial Intelligence"
67204,Virology
7502,Rheumatology
116937,Astronomy & Astrophysics
93134,Biotechnology & Applied Microbiology
291270,Urology & Nephrology
155292,Immunology
234345,"Engineering, Electrical & Electronic"
311742,"Engineering, Electrical & Electronic"
159532,Hematology
83446,Oceanography
198956,Orthopedics
170134,"Chemistry, Physical"
233398,"Computer Science, Hardware & Architecture"
11412,"Computer Science, Hardware & Architecture"
262418,Pathology
13750,"Physics, Particles & Fields"
129553,Biochemistry & Molecular Biology
159679,Hematology
76585,Water Resources
290868,Hematology
201084,"Engineering, Chemical"
7486,Astronomy & Astrophysics
82991,Hematology
101644,"Physics, Atomic, Molecular & Chemical"
56388,Veterinary Sciences
31852,"Physics, Applied"
206175,"Physics, Applied"
170134,"Physics, Applied"
153840,"Computer Science, Information Systems"
171821,Astronomy & Astrophysics
257302,"Engineering, Manufacturing"
164545,Hematology
103612,"Computer Science, Hardware & Architecture"
151430,"Computer Science, Hardware & Architecture"
84503,Biochemical Research Methods
52838,Telecommunications
235738,Cardiac & Cardiovascular Systems
213710,Biochemistry & Molecular Biology
247757,Cell Biology
11786,Peripheral Vascular Disease
271527,Hematology
191490,Oncology
38841,"Physics, Particles & Fields"
142619,"Engineering, Electrical & Electronic"
160074,Peripheral Vascular Disease
159699,Hematology
43790,"Physics, Fluids & Plasmas"
288512,Peripheral Vascular Disease
75083,Telecommunications
177081,Neurosciences
143630,"Physics, Condensed Matter"
122743,Zoology
62416,"Chemistry, Multidisciplinary"
97657,Hematology
57930,"Chemistry, Physical"
75366,Virology
27219,Agronomy
78959,Astronomy & Astrophysics
92785,"Physics, Mathematical"
240399,Hematology
315227,Water Resources
184533,Oncology
170377,Veterinary Sciences
73766,"Mathematics, Applied"
84576,Cell Biology
227913,"Engineering, Electrical & Electronic"
258464,"Engineering, Electrical & Electronic"
159476,Hematology
236226,Urology & Nephrology
117211,Orthopedics
60763,Oncology
97646,Hematology
295399,Oncology
259654,Astronomy & Astrophysics
65529,Astronomy & Astrophysics
13902,Nuclear Science & Technology
252105,Cardiac & Cardiovascular Systems
7384,Thermodynamics
280006,Oncology
209255,"Engineering, Chemical"
282021,Urology & Nephrology
258465,Telecommunications
245462,"Geosciences, Multidisciplinary"
181250,Cell Biology
200987,"Chemistry, Analytical"
6172,Instruments & Instrumentation
61989,Health Care Sciences & Services
198945,Cardiac & Cardiovascular Systems
259084,Geochemistry & Geophysics
37528,Astronomy & Astrophysics
125938,"Engineering, Electrical & Electronic"
34564,Biophysics
218527,Energy & Fuels
10355,"Geography, Physical"
304945,Rheumatology
184538,Hematology
6185,Instruments & Instrumentation
281805,"Physics, Applied"
315998,Surgery
69982,Hematology
248706,"Mathematics, Applied"
308118,Pediatrics
205880,"Computer Science, Information Systems"
280007,Hematology
63332,"Engineering, Civil"
118956,Oncology
125155,"Computer Science, Hardware & Architecture"
274331,Hematology
277506,Microbiology
259615,Astronomy & Astrophysics
87767,"Chemistry, Organic"
278487,Biochemical Research Methods
5525,"Physics, Particles & Fields"
48329,"Chemistry, Physical"
34591,Immunology
218776,Telecommunications
223200,Optics
271334,Geochemistry & Geophysics
215900,Astronomy & Astrophysics
145159,Instruments & Instrumentation
184000,Endocrinology & Metabolism
80347,Food Science & Technology
10355,"Geosciences, Multidisciplinary"
146817,Astronomy & Astrophysics
92656,Surgery
59564,Astronomy & Astrophysics
233393,"Computer Science, Hardware & Architecture"
234934,"Chemistry, Physical"
101644,Optics
140753,"Engineering, Chemical"
255195,Neurosciences
299202,Astronomy & Astrophysics
203846,"Physics, Particles & Fields"
83807,"Chemistry, Analytical"
121194,"Engineering, Manufacturing"
302835,Telecommunications
257301,"Engineering, Industrial"
228122,"Engineering, Electrical & Electronic"
91326,Cardiac & Cardiovascular Systems
286267,Biochemical Research Methods
90574,"Computer Science, Information Systems"
122743,Physiology
262519,Biochemistry & Molecular Biology
285036,"Engineering, Chemical"
237771,Food Science & Technology
53291,Evolutionary Biology
248118,"Engineering, Mechanical"
121133,"Mathematics, Applied"
34968,"Physics, Condensed Matter"
118383,Oncology
279320,"Physics, Fluids & Plasmas"
181743,"Medicine, Legal"
290868,Immunology
234226,Telecommunications
170001,Clinical Neurology
226358,"Mathematics, Applied"
290848,Oncology
205893,Operations Research & Management Science
233517,"Computer Science, Information Systems"
196050,Surgery
254235,"Materials Science, Multidisciplinary"
39457,"Physics, Multidisciplinary"
213686,"Physics, Multidisciplinary"
6182,Instruments & Instrumentation
64735,Nanoscience & Nanotechnology
173428,Biochemical Research Methods
2068,"Physics, Multidisciplinary"
171658,Cell Biology
207924,Biophysics
217430,Law
83446,"Geosciences, Multidisciplinary"
159645,Hematology
18747,Neurosciences
285574,Nuclear Science & Technology
312565,Automation & Control Systems
151429,"Computer Science, Hardware & Architecture"
317460,Telecommunications
169052,Surgery
126565,Psychiatry
185838,Mathematics
196050,Clinical Neurology
313152,Telecommunications
78955,Astronomy & Astrophysics
297264,Oncology
223201,Optics
76563,"Materials Science, Multidisciplinary"
285574,"Materials Science, Multidisciplinary"
308993,"Engineering, Electrical & Electronic"
115329,"Radiology, Nuclear Medicine & Medical Imaging"
270924,Microbiology
63528,"Engineering, Electrical & Electronic"
213748,Cardiac & Cardiovascular Systems
74472,Toxicology
71189,Microbiology
125588,Urology & Nephrology
34557,Biophysics
17117,Surgery
222840,"Materials Science, Multidisciplinary"
50512,"Engineering, Biomedical"
12441,Paleontology
130165,Astronomy & Astrophysics
75680,Biochemistry & Molecular Biology
275781,Virology
225306,"Engineering, Electrical & Electronic"
148144,Multidisciplinary Sciences
196512,"Engineering, Mechanical"
178932,Instruments & Instrumentation
131650,Oceanography
55776,"Public, Environmental & Occupational Health"
155292,Biophysics
10351,"Geosciences, Multidisciplinary"
282113,Oncology
281521,Agronomy
178933,Instruments & Instrumentation
243800,Orthopedics
111565,Astronomy & Astrophysics
112626,Hematology
248915,Food Science & Technology
228239,Transportation Science & Technology
199902,Urology & Nephrology
39675,Oncology
316184,Multidisciplinary Sciences
154082,"Computer Science, Hardware & Architecture"
236338,Biochemistry & Molecular Biology
2533,Optics
33900,"Chemistry, Physical"
149100,"Computer Science, Theory & Methods"
255195,Biochemistry & Molecular Biology
150372,"Computer Science, Artificial Intelligence"
314840,Clinical Neurology
255470,Oncology
147329,Telecommunications
317469,Telecommunications
280704,"Physics, Multidisciplinary"
91340,Orthopedics
259667,Astronomy & Astrophysics
225306,"Computer Science, Theory & Methods"
32111,Clinical Neurology
228878,"Engineering, Electrical & Electronic"
248864,Biochemical Research Methods
131781,Oncology
291841,"Computer Science, Information Systems"
176733,Imaging Science & Photographic Technology
104757,Biochemistry & Molecular Biology
2876,Astronomy & Astrophysics
34715,Astronomy & Astrophysics
228122,"Computer Science, Theory & Methods"
224954,"Physics, Mathematical"
53882,"Physics, Particles & Fields"
240892,Oncology
184127,"Medicine, Legal"
230891,Telecommunications
34591,Hematology
74472,Environmental Sciences
147519,"Engineering, Electrical & Electronic"
293384,Urology & Nephrology
98948,"Chemistry, Organic"
4749,Cardiac & Cardiovascular Systems
122743,Biochemistry & Molecular Biology
131775,Hematology
190056,Geriatrics & Gerontology
106385,"Psychology, Multidisciplinary"
10351,"Geography, Physical"
176502,"Medicine, General & Internal"
302885,"Computer Science, Software Engineering"
561,Optics
294637,Oncology
106719,Parasitology
240430,Hematology
311742,"Computer Science, Artificial Intelligence"
6874,Respiratory System
80412,Peripheral Vascular Disease
266189,"Physics, Condensed Matter"
188330,"Chemistry, Multidisciplinary"
160300,"Medicine, General & Internal"
315999,Surgery
242882,Polymer Science
194986,"Computer Science, Information Systems"
33766,Clinical Neurology
18292,"Physics, Fluids & Plasmas"
63111,"Physics, Nuclear"
154207,Geochemistry & Geophysics
27114,"Medicine, Research & Experimental"
64883,Oncology
250831,"Geography, Physical"
258464,"Computer Science, Information Systems"
121133,Operations Research & Management Science
116644,Nanoscience & Nanotechnology
251147,Neurosciences
283064,Critical Care Medicine
273217,Astronomy & Astrophysics
248129,Biochemistry & Molecular Biology
109099,Biochemistry & Molecular Biology
103867,Multidisciplinary Sciences
159475,Hematology
16232,"Physics, Mathematical"
186440,Telecommunications
303477,"Physics, Multidisciplinary"
214574,Optics
35106,Astronomy & Astrophysics
281269,"Physics, Applied"
314247,"Computer Science, Theory & Methods"
90000,Orthopedics
150881,"Engineering, Electrical & Electronic"
212837,Anatomy & Morphology
125554,Urology & Nephrology
250831,"Geosciences, Multidisciplinary"
187993,Hematology
67962,Urology & Nephrology
34753,Astronomy & Astrophysics
307917,Optics
208391,Urology & Nephrology
255000,"Physics, Particles & Fields"
283849,Hematology
111832,Orthopedics
310382,"Chemistry, Physical"
56133,"Physics, Condensed Matter"
251561,Endocrinology & Metabolism
207056,"Computer Science, Hardware & Architecture"
280024,Oncology
108452,Genetics & Heredity
54786,"Chemistry, Multidisciplinary"
311742,"Computer Science, Information Systems"
187240,"Physics, Particles & Fields"
220065,"Computer Science, Hardware & Architecture"
135839,"Engineering, Biomedical"
20865,Biochemistry & Molecular Biology
194561,Urology & Nephrology
273865,Telecommunications
272648,Oncology
40271,Genetics & Heredity
310522,"Physics, Multidisciplinary"
153840,"Engineering, Electrical & Electronic"
75366,Immunology
212837,"Radiology, Nuclear Medicine & Medical Imaging"
295650,Plant Sciences
182624,Biochemistry & Molecular Biology
116936,Astronomy & Astrophysics
8063,Instruments & Instrumentation
114792,Biophysics
7480,Astronomy & Astrophysics
19647,Astronomy & Astrophysics
314247,"Engineering, Electrical & Electronic"
268384,Behavioral Sciences
22956,Psychiatry
111598,"Physics, Multidisciplinary"
199131,Hematology
152848,Telecommunications
27114,"Medicine, General & Internal"
249347,Hematology
185272,Plant Sciences
235685,Pathology
231849,Telecommunications
87328,Hematology
56041,"Physics, Fluids & Plasmas"
283324,"Geography, Physical"
29273,"Physics, Multidisciplinary"
78943,Astronomy & Astrophysics
75650,Oncology
27219,Horticulture
271375,Geochemistry & Geophysics
115989,"Agriculture, Dairy & Animal Science"
207944,Biophysics
86334,Cell Biology
290882,Oncology
182624,Physiology
67472,Endocrinology & Metabolism
306485,"Computer Science, Artificial Intelligence"
43056,"Chemistry, Applied"
150342,"Computer Science, Interdisciplinary Applications"
296081,Urology & Nephrology
290868,Transplantation
274353,Hematology
19650,Astronomy & Astrophysics
285574,Mining & Mineral Processing
8989,"Chemistry, Physical"
260631,"Computer Science, Hardware & Architecture"
222731,Limnology
149313,"Engineering, Electrical & Electronic"
78953,Astronomy & Astrophysics
27219,Plant Sciences
197926,"Geosciences, Multidisciplinary"
174396,Pediatrics
260182,Entomology
125938,"Computer Science, Information Systems"
252107,Cardiac & Cardiovascular Systems
80387,Virology
167389,"Physics, Nuclear"
179819,"Physics, Fluids & Plasmas"
280009,Oncology
302885,"Engineering, Electrical & Electronic"
192033,Clinical Neurology
233402,"Computer Science, Hardware & Architecture"
2094,"Physics, Particles & Fields"
203991,"Materials Science, Multidisciplinary"
295326,Pathology
263973,Cell Biology
240491,Hematology
20223,"Chemistry, Inorganic & Nuclear"
140838,"Physics, Applied"
176124,"Physics, Applied"
94363,Ecology
145159,"Computer Science, Theory & Methods"
270781,Surgery
219700,Telecommunications
82904,Hematology
31545,Multidisciplinary Sciences
191801,Hematology
10047,Astronomy & Astrophysics
201031,Virology
282943,Astronomy & Astrophysics
313488,Astronomy & Astrophysics
251284,Gastroenterology & Hepatology
185272,Pharmacology & Pharmacy
169270,Hematology
201031,Biochemical Research Methods
167194,Telecommunications
225306,"Computer Science, Information Systems"
34968,"Materials Science, Multidisciplinary"
54278,"Geosciences, Multidisciplinary"
244056,Pharmacology & Pharmacy
295326,Clinical Neurology
241871,Pathology
144928,"Computer Science, Information Systems"
137287,"Physics, Applied"
17615,Peripheral Vascular Disease
291246,Urology & Nephrology
88215,"Physics, Particles & Fields"
63528,"Computer Science, Information Systems"
280799,Microbiology
257301,Operations Research & Management Science
74650,Astronomy & Astrophysics
268572,Astronomy & Astrophysics
173538,Virology
233517,"Engineering, Electrical & Electronic"
310458,Instruments & Instrumentation
287622,Oncology
276520,Plant Sciences
155521,"Chemistry, Physical"
262519,Biophysics
82756,Hematology
260215,"Physics, Multidisciplinary"
315689,Telecommunications
92737,"Physics, Condensed Matter"
235685,Clinical Neurology
6965,Clinical Neurology
244383,Astronomy & Astrophysics
82849,Hematology
205893,"Engineering, Industrial"
228122,"Computer Science, Information Systems"
24240,Astronomy & Astrophysics
7881,"Business, Finance"
90574,"Engineering, Electrical & Electronic"
122690,Biophysics
34591,Transplantation
195619,"Physics, Mathematical"
6181,Instruments & Instrumentation
309170,"Engineering, Chemical"
209077,Infectious Diseases
280799,Immunology
211143,"Computer Science, Hardware & Architecture"
175942,"Materials Science, Coatings & Films"
281306,Gastroenterology & Hepatology
26871,"Physics, Multidisciplinary"
201271,Cell Biology
99538,Microbiology
273783,"Engineering, Chemical"
113291,"Physics, Multidisciplinary"
288632,"Engineering, Electrical & Electronic"
135574,Astronomy & Astrophysics
312278,"Engineering, Electrical & Electronic"
64735,"Chemistry, Physical"
27303,"Physics, Applied"
227752,Telecommunications
272151,Oncology
19572,"Chemistry, Medicinal"
94363,Environmental Sciences
287397,Virology
233587,"Computer Science, Hardware & Architecture"
54786,"Chemistry, Physical"
5154,Cell Biology
7488,Astronomy & Astrophysics
181981,Anesthesiology
187516,"Chemistry, Multidisciplinary"
106385,Psychology
125557,Urology & Nephrology
106385,Behavioral Sciences
291841,"Engineering, Electrical & Electronic"
55776,"Social Sciences, Biomedical"
251561,Neurosciences
200987,Spectroscopy
280029,Hematology
286272,Rheumatology
72814,Neurosciences
165419,Biochemistry & Molecular Biology
191751,Hematology
273010,Cell Biology
229075,"Computer Science, Hardware & Architecture"
292830,Optics
278316,Instruments & Instrumentation
119102,Cell Biology
154773,Cardiac & Cardiovascular Systems
125589,Urology & Nephrology
96839,"Physics, Fluids & Plasmas"
116581,Cell Biology
290559,"Chemistry, Analytical"
140837,"Physics, Applied"
237402,Critical Care Medicine
227369,"Computer Science, Hardware & Architecture"
48687,Urology & Nephrology
270280,Urology & Nephrology
228878,"Computer Science, Information Systems"
47544,Pharmacology & Pharmacy
237812,Virology
238841,Astronomy & Astrophysics
159455,Hematology
55776,Health Policy & Services
281805,Optics
251011,Oncology
157846,"Medicine, General & Internal"
53583,Surgery
195997,"Physics, Multidisciplinary"
164252,Biochemistry & Molecular Biology
80372,Biology
153443,"Physics, Applied"
182624,Zoology
221658,Food Science & Technology
266189,"Materials Science, Multidisciplinary"
41841,"Materials Science, Coatings & Films"
164544,Peripheral Vascular Disease
312520,Telecommunications
92785,"Physics, Condensed Matter"
26871,"Physics, Particles & Fields"
147519,"Computer Science, Hardware & Architecture"
194430,Cardiac & Cardiovascular Systems
77073,"Computer Science, Software Engineering"
123499,Cell Biology
189929,"Mathematics, Applied"
275660,Pharmacology & Pharmacy
87329,Biochemistry & Molecular Biology
185598,Neurosciences
209318,"Physics, Condensed Matter"
151430,"Computer Science, Artificial Intelligence"
87373,"Geography, Physical"
242856,"Physics, Multidisciplinary"
303959,"Computer Science, Information Systems"
147365,"Engineering, Electrical & Electronic"
48998,"Physics, Particles & Fields"
121893,Mechanics
251377,"Computer Science, Information Systems"
121893,"Materials Science, Multidisciplinary"
64478,Polymer Science
34450,Oncology
104433,Hematology
250571,Urology & Nephrology
82976,Hematology
60763,Biophysics
290559,Instruments & Instrumentation
216379,Urology & Nephrology
213826,"Physics, Mathematical"
6183,Instruments & Instrumentation
133315,"Physics, Applied"
148046,"Engineering, Electrical & Electronic"
95069,"Physics, Condensed Matter"
21267,Transplantation
294412,"Radiology, Nuclear Medicine & Medical Imaging"
313421,"Computer Science, Theory & Methods"
88215,"Physics, Multidisciplinary"
58907,Biochemistry & Molecular Biology
82351,Marine & Freshwater Biology
282600,Biochemistry & Molecular Biology
151429,"Computer Science, Theory & Methods"
303646,Water Resources
16136,Biophysics
150657,Pharmacology & Pharmacy
110936,"Physics, Particles & Fields"
84151,Transplantation
317468,Telecommunications
217248,Telecommunications
261887,"Physics, Atomic, Molecular & Chemical"
61989,Medical Informatics
4749,Peripheral Vascular Disease
282023,Urology & Nephrology
131246,"Physics, Nuclear"
254360,Agronomy
75048,"Physics, Mathematical"
87373,"Geosciences, Multidisciplinary"
116938,Astronomy & Astrophysics
280028,Oncology
154082,"Engineering, Electrical & Electronic"
273796,Urology & Nephrology
34564,Oncology
25318,Pharmacology & Pharmacy
30257,"Medicine, General & Internal"
93271,Oncology
2081,"Physics, Multidisciplinary"
233750,"Physics, Applied"
184756,Immunology
217430,Business
135839,"Materials Science, Biomaterials"
53583,Orthopedics
308993,"Computer Science, Hardware & Architecture"
261887,Optics
126449,"Physics, Condensed Matter"
205972,Rheumatology
279894,Endocrinology & Metabolism
234202,"Computer Science, Artificial Intelligence"
148046,"Computer Science, Theory & Methods"
76344,"Engineering, Mechanical"
255882,Oceanography
32111,Critical Care Medicine
151429,"Engineering, Electrical & Electronic"
30067,"Social Sciences, Interdisciplinary"
55751,"Chemistry, Multidisciplinary"
262034,Plant Sciences
82750,Hematology
249592,Multidisciplinary Sciences
220304,Telecommunications
225306,"Computer Science, Hardware & Architecture"
233541,Telecommunications
96781,"Physics, Condensed Matter"
73767,"Computer Science, Software Engineering"
106068,"Chemistry, Physical"
154082,"Computer Science, Theory & Methods"
251165,Neurosciences
282649,"Physics, Condensed Matter"
227381,Telecommunications
306257,"Chemistry, Multidisciplinary"
104360,Biochemical Research Methods
192690,"Physics, Multidisciplinary"
214700,"Computer Science, Artificial Intelligence"
207959,Hematology
231739,Pathology
158267,Telecommunications
25467,Astronomy & Astrophysics
77815,"Engineering, Mechanical"
78965,Astronomy & Astrophysics
53127,Astronomy & Astrophysics
227379,Telecommunications
228239,Telecommunications
150879,Telecommunications
75048,"Physics, Multidisciplinary"
261333,Urology & Nephrology
117846,Oncology
305434,Genetics & Heredity
150137,Telecommunications
109767,Endocrinology & Metabolism
277991,"Radiology, Nuclear Medicine & Medical Imaging"
204668,Oncology
257302,Operations Research & Management Science
25453,Biochemistry & Molecular Biology
159583,Hematology
87169,Cardiac & Cardiovascular Systems
57838,Cell Biology
152807,"Engineering, Electrical & Electronic"
173428,"Chemistry, Analytical"
310515,"Physics, Multidisciplinary"
187240,"Physics, Multidisciplinary"
110390,"Social Sciences, Interdisciplinary"
30175,"Physics, Particles & Fields"
127373,"Physics, Nuclear"
3001,Astronomy & Astrophysics
212438,"Physics, Fluids & Plasmas"
68774,"Physics, Applied"
195619,Mechanics
238130,Urology & Nephrology
286267,"Chemistry, Analytical"
233393,"Engineering, Electrical & Electronic"
58026,Astronomy & Astrophysics
240038,"Physics, Condensed Matter"
111832,Surgery
170134,"Materials Science, Coatings & Films"
218148,Zoology
178778,Biochemistry & Molecular Biology
272162,"Chemistry, Physical"
169925,"Physics, Particles & Fields"
151430,"Computer Science, Theory & Methods"
121966,Astronomy & Astrophysics
159671,Hematology
70254,Ecology
147304,Telecommunications
288165,"Physics, Applied"
203766,Optics
15767,Cardiac & Cardiovascular Systems
47187,Oncology
209187,Hematology
172187,Immunology
149498,Telecommunications
179543,"Mathematics, Applied"
158336,"Public, Environmental & Occupational Health"
21861,"Physics, Particles & Fields"
155292,Oncology
316790,Virology
290559,Electrochemistry
108629,"Physics, Multidisciplinary"
9057,"Physics, Particles & Fields"
288165,"Chemistry, Physical"
90571,"Computer Science, Information Systems"
200531,"Engineering, Chemical"
234202,"Engineering, Electrical & Electronic"
124290,"Materials Science, Multidisciplinary"
70409,Urology & Nephrology
77073,"Computer Science, Information Systems"
297443,"Physics, Fluids & Plasmas"
95900,"Physics, Condensed Matter"
159586,Hematology
243038,Hematology
293112,Microbiology
19572,"Chemistry, Organic"
220792,"Physics, Applied"
152054,Telecommunications
25453,Zoology
172187,Microbiology
151429,"Computer Science, Artificial Intelligence"
214001,"Materials Science, Multidisciplinary"
292231,Cardiac & Cardiovascular Systems
78378,"Materials Science, Multidisciplinary"
11786,Cardiac & Cardiovascular Systems
254235,Polymer Science
137791,Anesthesiology
228215,"Engineering, Electrical & Electronic"
15204,Astronomy & Astrophysics
105930,Neurosciences
30426,Nutrition & Dietetics
248864,"Chemistry, Analytical"
263793,Polymer Science
111564,Astronomy & Astrophysics
218771,Telecommunications
234202,"Computer Science, Theory & Methods"
7384,"Chemistry, Physical"
34557,Oncology
146033,Hematology
69286,"Chemistry, Physical"
227913,"Computer Science, Hardware & Architecture"
228886,Telecommunications
54278,"Engineering, Geological"
1469,"Physics, Particles & Fields"
313493,Astronomy & Astrophysics
43056,"Engineering, Chemical"
240631,Hematology
252925,Multidisciplinary Sciences
294024,Urology & Nephrology
164832,Cell Biology
205893,"Engineering, Manufacturing"
207959,Immunology
139541,"Computer Science, Information Systems"
218779,"Engineering, Electrical & Electronic"
86638,Telecommunications
175081,"Engineering, Mechanical"
212290,"Physics, Multidisciplinary"
234345,"Computer Science, Hardware & Architecture"
2976,"Physics, Multidisciplinary"
241548,Hematology
124263,Cardiac & Cardiovascular Systems
263227,Multidisciplinary Sciences
11412,"Engineering, Electrical & Electronic"
233398,"Engineering, Electrical & Electronic"
5526,"Physics, Particles & Fields"
1486,Anthropology
82351,Microbiology
186885,"Chemistry, Physical"
82980,Hematology
106719,Microbiology
150289,Biotechnology & Applied Microbiology
290848,Biophysics
150372,"Computer Science, Interdisciplinary Applications"
34582,Transplantation
207924,Oncology
2060,"Physics, Multidisciplinary"
284443,"Physics, Fluids & Plasmas"
309367,"Physics, Particles & Fields"
68949,"Geosciences, Multidisciplinary"
103612,"Engineering, Electrical & Electronic"
151430,"Engineering, Electrical & Electronic"
125553,Urology & Nephrology
13756,Astronomy & Astrophysics
160074,Cardiac & Cardiovascular Systems
238861,"Physics, Particles & Fields"
24509,Astronomy & Astrophysics
123784,Hematology
146775,"Computer Science, Interdisciplinary Applications"
185491,Veterinary Sciences
228073,"Physics, Applied"
16136,Biochemistry & Molecular Biology
76228,Cardiac & Cardiovascular Systems
233566,Telecommunications
227369,"Engineering, Electrical & Electronic"
212837,Surgery
280165,Oceanography
209318,"Materials Science, Multidisciplinary"
87830,Geochemistry & Geophysics
191819,Hematology
295399,Biochemistry & Molecular Biology
196015,Clinical Neurology
207962,Oncology
240463,Hematology
17117,Orthopedics
202235,"Engineering, Mechanical"
297586,"Chemistry, Physical"
125155,"Computer Science, Software Engineering"
83835,"Chemistry, Multidisciplinary"
312278,"Computer Science, Interdisciplinary Applications"
228882,Telecommunications
137537,"Computer Science, Theory & Methods"
259079,Astronomy & Astrophysics
217430,Political Science
66903,"Physics, Condensed Matter"
56416,"Physics, Atomic, Molecular & Chemical"
121893,"Physics, Condensed Matter"
119102,Genetics & Heredity
87767,"Chemistry, Medicinal"
96424,Astronomy & Astrophysics
273010,Genetics & Heredity
134269,"Computer Science, Artificial Intelligence"
24225,"Physics, Multidisciplinary"
78962,Astronomy & Astrophysics
169052,Orthopedics
44092,"Agriculture, Dairy & Animal Science"
175942,"Physics, Applied"
233587,"Engineering, Electrical & Electronic"
162082,Oncology
114792,Oncology
266987,Optics
164544,Cardiac & Cardiovascular Systems
175644,Endocrinology & Metabolism
62564,Astronomy & Astrophysics
196269,"Physics, Condensed Matter"
160087,Astronomy & Astrophysics
229418,Transportation Science & Technology
221719,Biochemistry & Molecular Biology
34582,Immunology
243290,"Physics, Particles & Fields"
251377,"Engineering, Electrical & Electronic"
286744,Biochemistry & Molecular Biology
220792,"Physics, Nuclear"
53126,Astronomy & Astrophysics
162066,"Physics, Nuclear"
76585,"Engineering, Civil"
173889,Surgery
231849,"Mathematics, Applied"
207959,Transplantation
205432,Urology & Nephrology
216528,Mathematics
290882,Biophysics
317315,Telecommunications
256142,Astronomy & Astrophysics
63956,Astronomy & Astrophysics
97646,"Medicine, Research & Experimental"
207944,Oncology
229075,"Engineering, Electrical & Electronic"
8769,"Physics, Multidisciplinary"
213826,"Computer Science, Interdisciplinary Applications"
251560,Neurosciences
196015,Surgery
39382,Astronomy & Astrophysics
243306,"Physics, Particles & Fields"
292379,"Geosciences, Multidisciplinary"
205685,Peripheral Vascular Disease
176503,"Medicine, General & Internal"
258256,Biochemistry & Molecular Biology
218661,"Physics, Multidisciplinary"
131774,Oncology
272601,Urology & Nephrology
56234,Optics
50922,Clinical Neurology
14337,Endocrinology & Metabolism
17615,Cardiac & Cardiovascular Systems
126449,"Materials Science, Multidisciplinary"
6167,Instruments & Instrumentation
244396,"Physics, Mathematical"
20152,"Physics, Multidisciplinary"
63332,Water Resources
293576,"Chemistry, Physical"
116937,"Physics, Particles & Fields"
74105,Urology & Nephrology
129553,Oncology
10352,"Geosciences, Multidisciplinary"
211143,"Engineering, Electrical & Electronic"
234202,"Computer Science, Cybernetics"
243800,Sport Sciences
5532,"Physics, Particles & Fields"
280016,Hematology
78944,Astronomy & Astrophysics
295005,Urology & Nephrology
118393,"Physics, Multidisciplinary"
213710,Oncology
126565,Clinical Neurology
40795,Oncology
174544,"Physics, Particles & Fields"
257302,"Engineering, Industrial"
